ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.8553846709999977
ID_-0.510_29.290_2022_01,4.319223993
ID_-0.510_29.290_2022_02,4.440165282999998
ID_-0.510_29.290_2022_03,4.400310319000001
ID_-0.510_29.290_2022_04,4.286060321
ID_-0.510_29.290_2022_05,4.356847437000001
ID_-0.510_29.290_2022_06,4.490708078999999
ID_-0.510_29.290_2022_07,4.290980903000001
ID_-0.510_29.290_2022_08,4.046036884999999
ID_-0.510_29.290_2022_09,4.341108358
ID_-0.510_29.290_2022_10,4.375976607999998
ID_-0.510_29.290_2022_11,4.243918008
ID_-0.510_29.290_2022_12,3.78787967
ID_-0.510_29.290_2022_13,4.097429952999999
ID_-0.510_29.290_2022_14,4.253481272999999
ID_-0.510_29.290_2022_15,4.5552522060000005
ID_-0.510_29.290_2022_16,4.222492803
ID_-0.510_29.290_2022_17,4.1612747
ID_-0.510_29.290_2022_18,3.975217908999999
ID_-0.510_29.290_2022_19,4.059092061
ID_-0.510_29.290_2022_20,4.098986452000001
ID_-0.510_29.290_2022_21,3.866586377000002
ID_-0.510_29.290_2022_22,4.067001553
ID_-0.510_29.290_2022_23,4.4247191599999995
ID_-0.510_29.290_2022_24,4.194459584999999
ID_-0.510_29.290_2022_25,4.337732406999999
ID_-0.510_29.290_2022_26,4.532020616
ID_-0.510_29.290_2022_27,4.441216366
ID_-0.510_29.290_2022_28,4.230921941999999
ID_-0.510_29.290_2022_29,4.416672944999998
ID_-0.510_29.290_2022_30,4.303554339
ID_-0.510_29.290_2022_31,4.529124261999999
ID_-0.510_29.290_2022_32,4.525638308999999
ID_-0.510_29.290_2022_33,4.569292095000001
ID_-0.510_29.290_2022_34,4.656479938000003
ID_-0.510_29.290_2022_35,4.728987783000002
ID_-0.510_29.290_2022_36,4.677873892
ID_-0.510_29.290_2022_37,4.696101072999999
ID_-0.510_29.290_2022_38,4.704718045000002
ID_-0.510_29.290_2022_39,4.740630538000002
ID_-0.510_29.290_2022_40,4.381136553000001
ID_-0.510_29.290_2022_41,4.638915228000002
ID_-0.510_29.290_2022_42,4.641843778000003
ID_-0.510_29.290_2022_43,4.668953041000001
ID_-0.510_29.290_2022_44,4.491341964
ID_-0.510_29.290_2022_45,4.688839340000002
ID_-0.510_29.290_2022_46,4.717907372
ID_-0.510_29.290_2022_47,4.630947725000001
ID_-0.510_29.290_2022_48,4.631466629
ID_-0.528_29.472_2022_00,3.834725390999997
ID_-0.528_29.472_2022_01,4.323868427999998
ID_-0.528_29.472_2022_02,4.519908578999999
ID_-0.528_29.472_2022_03,4.446381534000002
ID_-0.528_29.472_2022_04,4.308195025
ID_-0.528_29.472_2022_05,4.4247029090000005
ID_-0.528_29.472_2022_06,4.470031332999999
ID_-0.528_29.472_2022_07,4.361681572999999
ID_-0.528_29.472_2022_08,4.238847897000001
ID_-0.528_29.472_2022_09,4.348399399
ID_-0.528_29.472_2022_10,4.309825855999998
ID_-0.528_29.472_2022_11,4.250245326999999
ID_-0.528_29.472_2022_12,3.724456910999998
ID_-0.528_29.472_2022_13,3.875269344
ID_-0.528_29.472_2022_14,4.154930482999999
ID_-0.528_29.472_2022_15,4.404535218
ID_-0.528_29.472_2022_16,4.358302877999999
ID_-0.528_29.472_2022_17,4.012556293
ID_-0.528_29.472_2022_18,3.9947553799999986
ID_-0.528_29.472_2022_19,4.240111279000001
ID_-0.528_29.472_2022_20,4.046422062
ID_-0.528_29.472_2022_21,4.083100744999999
ID_-0.528_29.472_2022_22,4.092294247999999
ID_-0.528_29.472_2022_23,4.087320083
ID_-0.528_29.472_2022_24,4.027954003
ID_-0.528_29.472_2022_25,4.115285604
ID_-0.528_29.472_2022_26,4.309495517
ID_-0.528_29.472_2022_27,4.055487465000001
ID_-0.528_29.472_2022_28,4.102745501
ID_-0.528_29.472_2022_29,4.385985504999999
ID_-0.528_29.472_2022_30,4.123473208
ID_-0.528_29.472_2022_31,4.112624292
ID_-0.528_29.472_2022_32,4.120800426
ID_-0.528_29.472_2022_33,4.525917325999999
ID_-0.528_29.472_2022_34,4.4934516580000015
ID_-0.528_29.472_2022_35,4.679890538000002
ID_-0.528_29.472_2022_36,4.588336064000002
ID_-0.528_29.472_2022_37,4.355483353999999
ID_-0.528_29.472_2022_38,4.682043092999998
ID_-0.528_29.472_2022_39,4.656519502000001
ID_-0.528_29.472_2022_40,4.452786465000002
ID_-0.528_29.472_2022_41,4.471917284
ID_-0.528_29.472_2022_42,4.560937259000001
ID_-0.528_29.472_2022_43,4.396866478999999
ID_-0.528_29.472_2022_44,4.611195199999999
ID_-0.528_29.472_2022_45,4.6400632029999995
ID_-0.528_29.472_2022_46,4.604996692
ID_-0.528_29.472_2022_47,4.580137427000001
ID_-0.528_29.472_2022_48,4.626640588000001
ID_-0.547_29.653_2022_00,0.7256992352999998
ID_-0.547_29.653_2022_01,0.7416157305
ID_-0.547_29.653_2022_02,0.7560913244000003
ID_-0.547_29.653_2022_03,0.7625238095000002
ID_-0.547_29.653_2022_04,0.7452717881000004
ID_-0.547_29.653_2022_05,0.7551800663000003
ID_-0.547_29.653_2022_06,0.7597483491000001
ID_-0.547_29.653_2022_07,0.7624376428000001
ID_-0.547_29.653_2022_08,0.7376420759999995
ID_-0.547_29.653_2022_09,0.7457202641
ID_-0.547_29.653_2022_10,0.7504226662
ID_-0.547_29.653_2022_11,0.7530188927999997
ID_-0.547_29.653_2022_12,0.7529686402
ID_-0.547_29.653_2022_13,0.7550530015000001
ID_-0.547_29.653_2022_14,0.7609638778000001
ID_-0.547_29.653_2022_15,0.7669395082999999
ID_-0.547_29.653_2022_16,0.7719203784999997
ID_-0.547_29.653_2022_17,0.7355223557999999
ID_-0.547_29.653_2022_18,0.7664434749
ID_-0.547_29.653_2022_19,0.7760970992000003
ID_-0.547_29.653_2022_20,0.7781941207
ID_-0.547_29.653_2022_21,0.7797446801000001
ID_-0.547_29.653_2022_22,0.7591962193999999
ID_-0.547_29.653_2022_23,0.8101140989000004
ID_-0.547_29.653_2022_24,0.8270091390000001
ID_-0.547_29.653_2022_25,0.8307413763
ID_-0.547_29.653_2022_26,0.8333954769
ID_-0.547_29.653_2022_27,0.8252988978
ID_-0.547_29.653_2022_28,0.8148044120000002
ID_-0.547_29.653_2022_29,0.8227785328000004
ID_-0.547_29.653_2022_30,0.8261872675999999
ID_-0.547_29.653_2022_31,0.8400767729
ID_-0.547_29.653_2022_32,0.8307224804000002
ID_-0.547_29.653_2022_33,0.8444140874999999
ID_-0.547_29.653_2022_34,0.8619224937999999
ID_-0.547_29.653_2022_35,0.8529042957999999
ID_-0.547_29.653_2022_36,0.8617498039
ID_-0.547_29.653_2022_37,0.8584248272999997
