ID_LAT_LON_YEAR_WEEK,emission
ID_-0.510_29.290_2022_00,3.9005992284660764
ID_-0.510_29.290_2022_01,4.179570913201175
ID_-0.510_29.290_2022_02,4.4627684758076995
ID_-0.510_29.290_2022_03,4.465495629284149
ID_-0.510_29.290_2022_04,4.509450656008802
ID_-0.510_29.290_2022_05,4.501264806415066
ID_-0.510_29.290_2022_06,4.488992499255015
ID_-0.510_29.290_2022_07,4.46419153878676
ID_-0.510_29.290_2022_08,4.4564682267256535
ID_-0.510_29.290_2022_09,4.441772146078762
ID_-0.510_29.290_2022_10,4.576889620597366
ID_-0.510_29.290_2022_11,4.615562706955832
ID_-0.510_29.290_2022_12,4.627959773437153
ID_-0.510_29.290_2022_13,4.250004264396474
ID_-0.510_29.290_2022_14,4.320426676794478
ID_-0.510_29.290_2022_15,4.590975387520849
ID_-0.510_29.290_2022_16,4.563580456628978
ID_-0.510_29.290_2022_17,4.510061856098479
ID_-0.510_29.290_2022_18,4.5608335272376745
ID_-0.510_29.290_2022_19,4.57240388340361
ID_-0.510_29.290_2022_20,4.6163351066647085
ID_-0.510_29.290_2022_21,4.677391664458128
ID_-0.510_29.290_2022_22,4.709577268521162
ID_-0.510_29.290_2022_23,4.717554589016963
ID_-0.510_29.290_2022_24,4.715499338137234
ID_-0.510_29.290_2022_25,4.702521733011705
ID_-0.510_29.290_2022_26,4.699129956253891
ID_-0.510_29.290_2022_27,4.699129956253891
ID_-0.510_29.290_2022_28,4.700498492283292
ID_-0.510_29.290_2022_29,4.705812156750164
ID_-0.510_29.290_2022_30,4.8689203501825125
ID_-0.510_29.290_2022_31,4.968205053867183
ID_-0.510_29.290_2022_32,4.971637785517416
ID_-0.510_29.290_2022_33,4.981368006324437
ID_-0.510_29.290_2022_34,4.989895310888034
ID_-0.510_29.290_2022_35,5.001728984139076
ID_-0.510_29.290_2022_36,5.01962647389462
ID_-0.510_29.290_2022_37,5.020267574960382
ID_-0.510_29.290_2022_38,5.019537094874324
ID_-0.510_29.290_2022_39,4.97910426054046
ID_-0.510_29.290_2022_40,4.934406808965035
ID_-0.510_29.290_2022_41,4.9334792889880354
ID_-0.510_29.290_2022_42,4.947748957284975
ID_-0.510_29.290_2022_43,4.964606645770197
ID_-0.510_29.290_2022_44,4.970370396841068
ID_-0.510_29.290_2022_45,4.977068571974736
ID_-0.510_29.290_2022_46,4.981455656234943
ID_-0.510_29.290_2022_47,4.983822655525254
ID_-0.510_29.290_2022_48,4.982587892134343
ID_-0.528_29.472_2022_00,3.9077700224416527
ID_-0.528_29.472_2022_01,4.210305044904208
ID_-0.528_29.472_2022_02,4.490317568818936
ID_-0.528_29.472_2022_03,4.499329789974935
ID_-0.528_29.472_2022_04,4.541340384358863
ID_-0.528_29.472_2022_05,4.546704038370645
ID_-0.528_29.472_2022_06,4.542091851397719
ID_-0.528_29.472_2022_07,4.522907446489408
ID_-0.528_29.472_2022_08,4.510408693546083
ID_-0.528_29.472_2022_09,4.469251905550108
ID_-0.528_29.472_2022_10,4.582754780188175
ID_-0.528_29.472_2022_11,4.622007349082925
ID_-0.528_29.472_2022_12,4.626845409067784
ID_-0.528_29.472_2022_13,4.222322658081886
ID_-0.528_29.472_2022_14,4.283449314510159
ID_-0.528_29.472_2022_15,4.535744116016739
ID_-0.528_29.472_2022_16,4.511858612655977
ID_-0.528_29.472_2022_17,4.421641734584511
ID_-0.528_29.472_2022_18,4.4493458909425225
ID_-0.528_29.472_2022_19,4.4531891481608845
ID_-0.528_29.472_2022_20,4.475650729844767
ID_-0.528_29.472_2022_21,4.501926911553819
ID_-0.528_29.472_2022_22,4.504306187141326
ID_-0.528_29.472_2022_23,4.494899671948963
ID_-0.528_29.472_2022_24,4.474252225077157
ID_-0.528_29.472_2022_25,4.447833578883407
ID_-0.528_29.472_2022_26,4.433919251367288
ID_-0.528_29.472_2022_27,4.424077997398461
ID_-0.528_29.472_2022_28,4.419584512788835
